Date,Time,Day,Comp,Round_For,Venue,Result_For,HomeTeam,AwayTeam,HomeGoals,AwayGoals,xG_For,xGA_For,Poss_For,HomeCaptain,HomeFormation,Opp Formation_For,Sh_For,SoT_For,SoT%_For,G/Sh_For,G/SoT_For,Dist_For,FK_For,PK_For,PKatt_For,npxG_For,npxG/Sh_For,G-xG_For,np:G-xG_For,Att_For,Live_For,Dead_For,TB_For,Sw_For,Crs_For,TI_For,CK_For,In_For,Out_For,Str_For,Cmp_For,Off_For,Blocks_For,Cmp%_For,TotDist_For,PrgDist_For,Ast_For,xAG_For,xA_For,KP_For,1/3_For,PPA_For,CrsPA_For,PrgP_For,SCA_For,PassLive_For,PassDead_For,TO_For,Fld_For,Def_For,GCA_For,Tkl_For,TklW_For,Def 3rd_For,Mid 3rd_For,Att 3rd_For,Tkl%_For,Lost_For,Pass_For,Int_For,Tkl+Int_For,Clr_For,Err_For,Touches_For,Def Pen_For,Att Pen_For,Succ_For,Succ%_For,Tkld_For,Tkld%_For,Carries_For,PrgC_For,CPA_For,Mis_For,Dis_For,Rec_For,PrgR_For,CrdY_For,CrdR_For,2CrdY_For,Fls_For,PKwon_For,PKcon_For,OG_For,Recov_For,Won_For,Won%_For,GF_ForAway,GA_ForAway,xG_ForAway,xGA_ForAway,Poss_ForAway,Captain_ForAway,Formation_ForAway,Opp Formation_ForAway,Match Report_ForAway,Sh_ForAway,SoT_ForAway,SoT%_ForAway,G/Sh_ForAway,G/SoT_ForAway,Dist_ForAway,FK_ForAway,PK_ForAway,PKatt_ForAway,npxG_ForAway,npxG/Sh_ForAway,G-xG_ForAway,np:G-xG_ForAway,Att_ForAway,Live_ForAway,Dead_ForAway,TB_ForAway,Sw_ForAway,Crs_ForAway,TI_ForAway,CK_ForAway,In_ForAway,Out_ForAway,Str_ForAway,Cmp_ForAway,Off_ForAway,Blocks_ForAway,Cmp%_ForAway,TotDist_ForAway,PrgDist_ForAway,Ast_ForAway,xAG_ForAway,xA_ForAway,KP_ForAway,1/3_ForAway,PPA_ForAway,CrsPA_ForAway,PrgP_ForAway,SCA_ForAway,PassLive_ForAway,PassDead_ForAway,TO_ForAway,Fld_ForAway,Def_ForAway,GCA_ForAway,Tkl_ForAway,TklW_ForAway,Def 3rd_ForAway,Mid 3rd_ForAway,Att 3rd_ForAway,Tkl%_ForAway,Lost_ForAway,Pass_ForAway,Int_ForAway,Tkl+Int_ForAway,Clr_ForAway,Err_ForAway,Touches_ForAway,Def Pen_ForAway,Att Pen_ForAway,Succ_ForAway,Succ%_ForAway,Tkld_ForAway,Tkld%_ForAway,Carries_ForAway,PrgC_ForAway,CPA_ForAway,Mis_ForAway,Dis_ForAway,Rec_ForAway,PrgR_ForAway,CrdY_ForAway,CrdR_ForAway,2CrdY_ForAway,Fls_ForAway,PKwon_ForAway,PKcon_ForAway,OG_ForAway,Recov_ForAway,Won_ForAway,Won%_ForAway
2024-09-01,13:30,Sun,Premier League,Matchweek 3,Home,D,Chelsea,Crystal Palace,1,1,2.4,0.5,62,Enzo Fernández,4-2-3-1,3-4-3,13,7,53.8,0.08,0.14,15.9,1.0,0,0,2.4,0.18,-1.4,-1.4,628.0,593.0,35.0,3.0,3.0,19,14.0,4.0,4.0,0.0,0.0,553.0,0.0,7.0,88.1,10207.0,3075.0,1,2.0,1.1,10.0,58.0,7.0,0.0,50.0,25.0,19.0,2.0,1.0,2.0,0.0,2.0,13.0,7,5.0,5.0,3.0,53.8,6.0,8.0,8,21,18.0,0.0,749.0,45.0,19.0,11.0,40.7,13.0,48.1,378.0,23.0,2.0,22.0,6.0,548.0,50.0,4,0,0,9,0.0,0.0,0.0,46.0,10.0,58.8,1,2,1.2,1.8,65,Son Heung-min,4-2-3-1,4-3-3,Match Report,20,6,30.0,0.0,0.0,19.9,1.0,0,0,1.2,0.06,-1.2,-1.2,557.0,498.0,55.0,2.0,0.0,27,20.0,12.0,3.0,2.0,0.0,450.0,4.0,16.0,80.8,6707.0,1912.0,0,0.6,0.9,13.0,38.0,14.0,2.0,48.0,35.0,24.0,2.0,1.0,3.0,0.0,0.0,22.0,16,6.0,11.0,5.0,55.6,8.0,13.0,7,29,12.0,0.0,675.0,37.0,44.0,10.0,38.5,13.0,50.0,377.0,29.0,11.0,14.0,4.0,445.0,48.0,4,0,0,13,0.0,0.0,0.0,45.0,13.0,59.1
2024-09-01,13:30,Sun,Premier League,Matchweek 3,Home,W,Newcastle United,Tottenham,2,1,1.8,1.2,35,Bruno Guimarães,4-3-3,4-2-3-1,9,3,33.3,0.22,0.67,14.0,0.0,0,0,1.8,0.2,0.2,0.2,296.0,243.0,51.0,1.0,1.0,12,16.0,7.0,5.0,2.0,0.0,207.0,2.0,12.0,69.9,3548.0,1659.0,2,1.8,1.4,6.0,15.0,4.0,1.0,13.0,15.0,10.0,3.0,0.0,0.0,1.0,4.0,17.0,8,7.0,5.0,5.0,56.5,10.0,15.0,14,31,32.0,1.0,443.0,92.0,13.0,8.0,40.0,10.0,50.0,217.0,9.0,4.0,11.0,12.0,206.0,13.0,4,0,0,16,0.0,0.0,1.0,40.0,9.0,40.9,1,1,0.5,2.4,38,Marc Guéhi,3-4-3,4-2-3-1,Match Report,9,3,33.3,0.11,0.33,20.6,1.0,0,0,0.5,0.06,0.5,0.5,382.0,339.0,42.0,1.0,1.0,9,17.0,4.0,3.0,0.0,0.0,300.0,1.0,8.0,78.5,5076.0,1880.0,0,0.4,0.9,7.0,18.0,6.0,0.0,31.0,17.0,13.0,2.0,0.0,1.0,0.0,1.0,19.0,11,12.0,5.0,2.0,54.2,11.0,4.0,6,25,30.0,0.0,485.0,70.0,22.0,6.0,46.2,7.0,53.8,230.0,14.0,5.0,11.0,6.0,300.0,31.0,2,0,0,13,0.0,0.0,0.0,31.0,7.0,41.2
2024-09-01,16:00,Sun,Premier League,Matchweek 3,Home,L,Manchester United,Liverpool,0,3,1.4,1.8,53,Bruno Fernandes,4-2-3-1,4-2-3-1,8,3,37.5,0.0,0.0,15.6,0.0,0,0,1.4,0.17,-1.4,-1.4,556.0,504.0,52.0,1.0,1.0,19,26.0,5.0,3.0,0.0,1.0,453.0,0.0,14.0,81.5,7103.0,2494.0,0,1.3,1.0,7.0,31.0,6.0,3.0,33.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,32.0,20,15.0,14.0,3.0,73.7,5.0,5.0,7,39,10.0,4.0,661.0,73.0,26.0,8.0,36.4,13.0,59.1,407.0,12.0,8.0,19.0,11.0,446.0,31.0,4,0,0,7,0.0,0.0,0.0,51.0,5.0,27.8,3,0,1.8,1.4,47,Virgil van Dijk,4-2-3-1,4-2-3-1,Match Report,11,3,27.3,0.27,1.0,13.4,0.0,0,0,1.8,0.16,1.2,1.2,497.0,458.0,37.0,1.0,3.0,6,22.0,2.0,1.0,0.0,0.0,414.0,2.0,5.0,83.3,6917.0,2308.0,3,1.4,1.1,9.0,21.0,8.0,3.0,30.0,21.0,16.0,0.0,2.0,0.0,2.0,6.0,24.0,17,13.0,8.0,3.0,61.9,8.0,13.0,10,34,28.0,0.0,615.0,77.0,26.0,5.0,25.0,14.0,70.0,282.0,20.0,10.0,8.0,18.0,410.0,29.0,1,0,0,7,0.0,0.0,0.0,53.0,13.0,72.2
2024-09-14,12:30,Sat,Premier League,Matchweek 4,Home,L,Southampton,Manchester Utd,0,3,1.1,2.6,44,Jack Stephens,4-2-3-1,4-2-3-1,5,2,40.0,0.0,0.0,17.4,0.0,0,1,0.3,0.06,-1.1,-0.3,505.0,472.0,33.0,1.0,2.0,7,11.0,0.0,0.0,0.0,0.0,439.0,0.0,6.0,86.9,6902.0,2174.0,0,0.3,0.3,4.0,27.0,3.0,0.0,22.0,10.0,5.0,1.0,1.0,2.0,0.0,0.0,21.0,14,7.0,12.0,2.0,33.3,14.0,8.0,11,32,16.0,0.0,616.0,71.0,15.0,4.0,20.0,13.0,65.0,349.0,21.0,9.0,11.0,9.0,436.0,22.0,1,1,0,11,1.0,0.0,0.0,32.0,4.0,36.4,1,0,0.4,0.9,32,Ryan Yates,4-2-3-1,4-2-3-1,Match Report,5,3,60.0,0.2,0.33,18.6,0.0,0,0,0.4,0.09,0.6,0.6,304.0,250.0,49.0,2.0,2.0,6,20.0,2.0,0.0,2.0,0.0,197.0,5.0,4.0,64.8,3484.0,1818.0,1,0.4,0.2,5.0,20.0,3.0,0.0,21.0,10.0,9.0,1.0,0.0,0.0,0.0,2.0,22.0,15,13.0,7.0,2.0,68.4,6.0,8.0,11,33,32.0,2.0,421.0,70.0,5.0,6.0,42.9,5.0,35.7,196.0,10.0,2.0,19.0,7.0,195.0,21.0,4,0,0,6,0.0,0.0,0.0,44.0,12.0,36.4
2024-09-14,17:30,Sat,Premier League,Matchweek 4,Home,W,Aston Villa,Everton,3,2,2.1,0.9,72,John McGinn,4-2-3-1,4-2-3-1,17,7,41.2,0.18,0.43,14.0,0.0,0,0,2.1,0.13,0.9,0.9,709.0,666.0,42.0,6.0,1.0,21,18.0,6.0,4.0,1.0,1.0,628.0,1.0,7.0,88.6,10147.0,2990.0,2,1.7,2.2,12.0,72.0,13.0,2.0,52.0,33.0,24.0,4.0,1.0,1.0,1.0,6.0,20.0,15,5.0,12.0,3.0,63.2,7.0,8.0,4,24,9.0,2.0,804.0,32.0,29.0,6.0,33.3,8.0,44.4,535.0,15.0,4.0,13.0,16.0,616.0,52.0,1,0,0,10,0.0,0.0,0.0,37.0,8.0,42.1,3,0,2.6,1.1,56,Bruno Fernandes,4-2-3-1,4-2-3-1,Match Report,20,10,50.0,0.15,0.3,17.4,0.0,0,0,2.6,0.13,0.4,0.4,640.0,601.0,39.0,5.0,3.0,9,17.0,7.0,2.0,0.0,3.0,576.0,0.0,8.0,90.0,9585.0,2992.0,3,2.6,2.2,17.0,41.0,15.0,1.0,54.0,39.0,36.0,2.0,0.0,0.0,1.0,6.0,22.0,13,8.0,10.0,4.0,76.5,4.0,6.0,12,34,12.0,0.0,744.0,56.0,34.0,14.0,56.0,7.0,28.0,466.0,27.0,8.0,10.0,14.0,569.0,54.0,4,0,0,14,0.0,1.0,0.0,45.0,7.0,63.6
2024-09-14,20:00,Sat,Premier League,Matchweek 4,Home,L,Bournemouth,Chelsea,0,1,1.7,0.8,34,Adam Smith,4-2-3-1,4-2-3-1,18,6,33.3,0.0,0.0,22.4,0.0,0,1,0.9,0.05,-1.7,-0.9,317.0,275.0,38.0,1.0,0.0,17,17.0,6.0,6.0,0.0,0.0,214.0,4.0,4.0,67.5,4101.0,2043.0,0,0.8,0.6,13.0,26.0,10.0,3.0,36.0,32.0,23.0,1.0,2.0,2.0,2.0,0.0,14.0,8,6.0,7.0,1.0,33.3,12.0,6.0,10,24,17.0,1.0,426.0,36.0,26.0,9.0,50.0,6.0,33.3,214.0,12.0,6.0,14.0,6.0,212.0,36.0,6,0,0,16,1.0,0.0,0.0,59.0,15.0,57.7,1,1,0.8,1.5,46,Jarrod Bowen,4-2-3-1,4-2-3-1,Match Report,11,3,27.3,0.09,0.33,18.0,0.0,0,0,0.8,0.07,0.2,0.2,379.0,317.0,60.0,0.0,10.0,16,26.0,2.0,1.0,1.0,0.0,283.0,2.0,12.0,74.7,5050.0,1796.0,1,0.7,0.3,9.0,27.0,5.0,3.0,31.0,21.0,14.0,4.0,1.0,2.0,0.0,2.0,18.0,10,7.0,8.0,3.0,42.9,12.0,10.0,10,28,24.0,0.0,503.0,63.0,12.0,9.0,37.5,6.0,25.0,234.0,12.0,0.0,12.0,24.0,281.0,31.0,3,0,0,18,0.0,0.0,0.0,40.0,10.0,33.3
2024-09-14,15:00,Sat,Premier League,Matchweek 4,Home,L,Liverpool,Nott'ham Forest,0,1,0.9,0.4,68,Virgil van Dijk,4-2-3-1,4-2-3-1,14,5,35.7,0.0,0.0,14.9,0.0,0,0,0.9,0.07,-0.9,-0.9,655.0,600.0,55.0,0.0,6.0,19,31.0,7.0,4.0,2.0,0.0,543.0,0.0,11.0,82.9,8838.0,3200.0,0,0.9,1.4,13.0,51.0,9.0,3.0,63.0,27.0,19.0,4.0,1.0,0.0,1.0,0.0,12.0,8,2.0,8.0,2.0,45.5,6.0,5.0,11,23,16.0,0.0,760.0,35.0,31.0,6.0,30.0,13.0,65.0,465.0,27.0,11.0,14.0,9.0,537.0,62.0,4,0,0,15,0.0,0.0,0.0,47.0,21.0,63.6,0,0,0.3,1.6,32,Sam Morsy,4-2-3-1,4-4-2,Match Report,6,1,16.7,0.0,0.0,16.6,0.0,0,0,0.3,0.06,-0.3,-0.3,293.0,249.0,41.0,4.0,1.0,6,15.0,2.0,2.0,0.0,0.0,205.0,3.0,5.0,70.0,3856.0,1842.0,0,0.3,0.4,4.0,10.0,2.0,1.0,15.0,7.0,3.0,1.0,1.0,0.0,0.0,0.0,25.0,14,15.0,10.0,0.0,60.0,10.0,8.0,11,36,34.0,1.0,437.0,99.0,8.0,8.0,38.1,11.0,52.4,197.0,11.0,4.0,20.0,8.0,203.0,15.0,3,0,0,16,0.0,0.0,0.0,40.0,18.0,51.4
2024-09-14,15:00,Sat,Premier League,Matchweek 4,Home,D,Fulham,West Ham,1,1,1.5,0.8,54,Bernd Leno,4-2-3-1,4-2-3-1,21,5,23.8,0.05,0.2,16.4,2.0,0,0,1.5,0.07,-0.5,-0.5,451.0,391.0,57.0,1.0,5.0,22,28.0,3.0,0.0,3.0,0.0,351.0,3.0,9.0,77.8,6501.0,2325.0,1,1.2,1.6,16.0,24.0,13.0,5.0,37.0,35.0,24.0,2.0,0.0,3.0,1.0,2.0,30.0,19,13.0,12.0,5.0,40.0,9.0,11.0,13,43,23.0,0.0,592.0,77.0,29.0,12.0,41.4,9.0,31.0,335.0,22.0,4.0,12.0,9.0,349.0,37.0,2,0,0,15,0.0,0.0,0.0,44.0,20.0,66.7,2,2,1.2,2.5,34,Jamie Vardy,4-2-3-1,3-4-3,Match Report,9,4,44.4,0.22,0.5,19.2,0.0,0,0,1.2,0.14,0.8,0.8,333.0,284.0,49.0,2.0,0.0,8,24.0,2.0,1.0,1.0,0.0,229.0,0.0,10.0,68.8,4085.0,1848.0,2,1.2,1.1,9.0,14.0,6.0,0.0,16.0,16.0,8.0,3.0,3.0,1.0,0.0,3.0,19.0,8,11.0,5.0,3.0,55.6,4.0,16.0,8,27,22.0,0.0,460.0,74.0,14.0,11.0,57.9,6.0,31.6,200.0,9.0,2.0,13.0,18.0,228.0,15.0,3,0,0,15,0.0,1.0,0.0,37.0,12.0,36.4
2024-09-14,15:00,Sat,Premier League,Matchweek 4,Home,W,Manchester City,Brentford,2,1,2.1,1.0,54,Kyle Walker,4-2-3-1,5-3-2,18,7,38.9,0.11,0.29,17.2,0.0,0,0,2.1,0.12,-0.1,-0.1,581.0,540.0,40.0,1.0,2.0,15,19.0,12.0,4.0,0.0,0.0,507.0,1.0,12.0,87.3,8423.0,2436.0,1,2.0,1.5,16.0,35.0,19.0,0.0,55.0,32.0,29.0,2.0,0.0,0.0,0.0,2.0,12.0,5,5.0,3.0,4.0,66.7,3.0,7.0,5,17,13.0,3.0,671.0,47.0,51.0,3.0,21.4,8.0,57.1,341.0,25.0,14.0,16.0,12.0,495.0,54.0,3,0,0,9,0.0,0.0,0.0,38.0,6.0,35.3,2,3,0.9,2.1,28,James Tarkowski,4-2-3-1,4-2-3-1,Match Report,6,2,33.3,0.33,1.0,12.6,0.0,0,0,0.9,0.15,1.1,1.1,272.0,230.0,39.0,2.0,1.0,12,13.0,2.0,0.0,0.0,2.0,203.0,3.0,8.0,74.6,4276.0,2168.0,1,0.8,1.0,4.0,15.0,4.0,2.0,16.0,11.0,6.0,1.0,1.0,2.0,1.0,3.0,24.0,16,13.0,10.0,1.0,57.1,6.0,3.0,6,30,31.0,1.0,380.0,62.0,14.0,7.0,31.8,12.0,54.5,161.0,14.0,7.0,13.0,8.0,201.0,16.0,4,0,0,12,0.0,0.0,0.0,36.0,11.0,57.9
2024-09-14,15:00,Sat,Premier League,Matchweek 4,Home,D,Crystal Palace,Leicester City,2,2,2.5,1.2,66,Marc Guéhi,3-4-3,4-2-3-1,19,3,15.8,0.05,0.33,15.4,1.0,1,1,1.7,0.09,-0.5,-0.7,652.0,606.0,43.0,2.0,5.0,27,17.0,5.0,3.0,0.0,0.0,533.0,3.0,19.0,81.7,9619.0,3471.0,1,1.4,1.5,14.0,46.0,14.0,3.0,66.0,37.0,29.0,2.0,1.0,2.0,0.0,3.0,24.0,15,8.0,11.0,5.0,35.3,11.0,9.0,8,32,13.0,2.0,766.0,56.0,37.0,4.0,40.0,5.0,50.0,503.0,20.0,6.0,12.0,14.0,530.0,65.0,0,0,0,11,1.0,0.0,0.0,44.0,21.0,63.6,1,2,1.0,2.1,46,Christian Nørgaard,5-3-2,4-2-3-1,Match Report,8,5,62.5,0.13,0.2,12.9,0.0,0,0,1.0,0.12,0.0,0.0,492.0,460.0,31.0,4.0,3.0,12,9.0,3.0,3.0,0.0,0.0,414.0,1.0,9.0,84.1,7716.0,2800.0,0,0.6,0.8,6.0,19.0,11.0,3.0,22.0,15.0,12.0,3.0,0.0,0.0,0.0,2.0,20.0,15,13.0,5.0,2.0,72.7,3.0,9.0,9,29,24.0,1.0,605.0,127.0,19.0,3.0,27.3,6.0,54.5,337.0,12.0,2.0,15.0,6.0,411.0,22.0,1,0,0,3,0.0,0.0,0.0,32.0,11.0,64.7
2024-09-14,15:00,Sat,Premier League,Matchweek 4,Home,D,Brighton and Hove Albion,Ipswich Town,0,0,1.6,0.3,68,Lewis Dunk,4-4-2,4-2-3-1,21,6,28.6,0.0,0.0,18.5,2.0,0,0,1.6,0.09,-1.6,-1.6,617.0,570.0,46.0,5.0,1.0,29,14.0,9.0,5.0,1.0,1.0,512.0,1.0,11.0,83.0,8594.0,2953.0,0,0.6,1.0,10.0,44.0,11.0,3.0,58.0,34.0,20.0,1.0,4.0,3.0,1.0,0.0,19.0,11,4.0,10.0,5.0,57.9,8.0,4.0,9,28,8.0,0.0,729.0,51.0,35.0,10.0,33.3,15.0,50.0,382.0,28.0,11.0,13.0,10.0,509.0,58.0,4,0,0,14,0.0,0.0,0.0,50.0,17.0,48.6,1,0,0.8,1.7,66,Moisés Caicedo,4-2-3-1,4-2-3-1,Match Report,10,3,30.0,0.1,0.33,18.2,0.0,0,0,0.8,0.08,0.2,0.2,619.0,559.0,57.0,2.0,1.0,8,23.0,3.0,1.0,1.0,0.0,522.0,3.0,6.0,84.3,8617.0,2851.0,1,0.5,0.6,8.0,32.0,8.0,1.0,40.0,18.0,15.0,0.0,2.0,0.0,0.0,2.0,12.0,7,5.0,7.0,0.0,40.0,9.0,4.0,6,18,17.0,0.0,725.0,78.0,17.0,12.0,54.5,6.0,27.3,401.0,17.0,2.0,19.0,8.0,516.0,39.0,8,0,0,9,0.0,1.0,0.0,46.0,11.0,42.3
2024-09-15,14:00,Sun,Premier League,Matchweek 4,Home,L,Tottenham Hotspur,Arsenal,0,1,0.7,0.7,63,Son Heung-min,4-3-3,4-4-2,15,5,33.3,0.0,0.0,18.1,0.0,0,0,0.7,0.05,-0.7,-0.7,553.0,504.0,47.0,1.0,2.0,31,22.0,7.0,4.0,1.0,0.0,470.0,2.0,11.0,85.0,7679.0,2182.0,0,0.6,0.9,12.0,53.0,11.0,3.0,56.0,29.0,23.0,3.0,2.0,0.0,1.0,0.0,20.0,13,11.0,4.0,5.0,40.0,12.0,10.0,9,29,23.0,0.0,669.0,56.0,28.0,7.0,29.2,13.0,54.2,452.0,32.0,8.0,11.0,8.0,466.0,55.0,5,0,0,13,0.0,0.0,0.0,39.0,14.0,50.0,2,1,1.5,1.2,51,Bruno Guimarães,4-3-3,4-4-1-1,Match Report,14,6,42.9,0.14,0.33,17.9,0.0,0,0,1.5,0.11,0.5,0.5,505.0,452.0,51.0,1.0,3.0,13,16.0,7.0,3.0,1.0,0.0,434.0,2.0,9.0,85.9,7391.0,2621.0,2,1.5,1.2,13.0,44.0,8.0,1.0,47.0,27.0,19.0,1.0,5.0,1.0,0.0,4.0,14.0,9,6.0,7.0,1.0,34.8,15.0,9.0,5,19,25.0,1.0,609.0,62.0,20.0,12.0,54.5,8.0,36.4,398.0,26.0,6.0,6.0,15.0,429.0,47.0,3,0,0,6,0.0,0.0,0.0,33.0,13.0,61.9
2024-09-15,16:30,Sun,Premier League,Matchweek 4,Home,L,Wolverhampton Wanderers,Newcastle Utd,1,2,1.2,1.5,49,Mario Lemina,4-4-1-1,4-3-3,12,5,41.7,0.08,0.2,15.2,0.0,0,0,1.2,0.1,-0.2,-0.2,483.0,436.0,44.0,4.0,4.0,21,21.0,4.0,0.0,3.0,0.0,389.0,3.0,12.0,80.5,7281.0,2506.0,1,0.9,1.0,8.0,32.0,9.0,3.0,31.0,24.0,18.0,0.0,5.0,0.0,1.0,2.0,23.0,14,15.0,5.0,3.0,40.0,12.0,8.0,10,33,20.0,0.0,582.0,74.0,24.0,15.0,65.2,8.0,34.8,341.0,13.0,5.0,10.0,6.0,384.0,31.0,3,0,0,17,0.0,0.0,0.0,36.0,8.0,38.1,1,0,0.7,0.7,37,Jorginho,4-4-2,4-3-3,Match Report,7,4,57.1,0.14,0.25,12.1,0.0,0,0,0.7,0.11,0.3,0.3,320.0,272.0,45.0,1.0,2.0,13,16.0,6.0,4.0,0.0,2.0,235.0,3.0,11.0,73.4,4331.0,1823.0,1,0.7,0.6,6.0,16.0,6.0,2.0,17.0,12.0,9.0,1.0,1.0,0.0,0.0,2.0,21.0,12,14.0,3.0,4.0,65.0,7.0,11.0,9,30,32.0,1.0,439.0,73.0,20.0,12.0,54.5,8.0,36.4,160.0,12.0,7.0,7.0,12.0,233.0,16.0,3,0,0,10,0.0,0.0,0.0,32.0,14.0,50.0
2024-09-21,12:30,Sat,Premier League,Matchweek 5,Home,L,West Ham United,Chelsea,0,3,0.9,2.2,53,Jarrod Bowen,3-4-3,4-2-3-1,15,7,46.7,0.0,0.0,18.0,1.0,0,0,0.9,0.06,-0.9,-0.9,542.0,508.0,32.0,2.0,5.0,29,9.0,6.0,2.0,4.0,0.0,463.0,2.0,7.0,85.4,7723.0,2705.0,0,0.5,0.9,9.0,50.0,10.0,1.0,61.0,27.0,20.0,1.0,2.0,2.0,1.0,0.0,16.0,6,6.0,6.0,4.0,45.5,6.0,6.0,8,24,9.0,0.0,640.0,66.0,34.0,9.0,37.5,11.0,45.8,422.0,30.0,10.0,8.0,8.0,460.0,61.0,5,0,0,17,0.0,0.0,0.0,46.0,9.0,47.4,0,0,1.6,1.0,67,Bruno Fernandes,4-2-3-1,3-4-3,Match Report,15,6,40.0,0.0,0.0,13.9,0.0,0,0,1.6,0.12,-1.6,-1.6,698.0,643.0,55.0,5.0,2.0,23,31.0,11.0,4.0,1.0,2.0,586.0,0.0,11.0,84.0,9740.0,3065.0,0,1.3,1.3,12.0,38.0,10.0,0.0,57.0,27.0,19.0,4.0,1.0,1.0,0.0,0.0,14.0,8,1.0,9.0,4.0,60.0,4.0,6.0,9,23,15.0,0.0,814.0,48.0,31.0,7.0,43.8,8.0,50.0,524.0,18.0,7.0,15.0,14.0,576.0,56.0,2,0,0,12,0.0,0.0,0.0,44.0,18.0,58.1
2024-09-21,15:00,Sat,Premier League,Matchweek 5,Home,W,Fulham,Newcastle Utd,3,1,2.2,1.5,39,Bernd Leno,4-2-3-1,4-3-3,22,11,50.0,0.14,0.27,15.4,0.0,0,0,2.2,0.1,0.8,0.8,379.0,331.0,47.0,3.0,2.0,17,14.0,6.0,1.0,4.0,0.0,305.0,1.0,4.0,80.5,5096.0,1850.0,3,2.0,1.2,17.0,29.0,9.0,3.0,30.0,36.0,24.0,4.0,1.0,1.0,1.0,4.0,19.0,9,9.0,7.0,3.0,41.7,7.0,3.0,6,25,21.0,1.0,484.0,58.0,37.0,4.0,23.5,7.0,41.2,293.0,27.0,10.0,16.0,2.0,300.0,30.0,6,0,0,16,0.0,0.0,0.0,38.0,6.0,28.6,1,3,1.5,2.2,61,Bruno Guimarães,4-3-3,4-2-3-1,Match Report,16,5,31.3,0.06,0.2,16.9,1.0,0,0,1.5,0.1,-0.5,-0.5,605.0,549.0,50.0,6.0,3.0,12,19.0,0.0,0.0,0.0,0.0,537.0,6.0,3.0,88.8,8977.0,3070.0,1,0.9,0.8,12.0,33.0,7.0,3.0,46.0,30.0,22.0,2.0,1.0,3.0,1.0,2.0,9.0,5,6.0,2.0,1.0,63.6,4.0,4.0,10,19,15.0,3.0,702.0,81.0,18.0,7.0,46.7,5.0,33.3,465.0,15.0,6.0,17.0,14.0,531.0,46.0,0,0,0,8,0.0,0.0,0.0,37.0,15.0,71.4
2024-09-21,15:00,Sat,Premier League,Matchweek 5,Home,W,Tottenham Hotspur,Brentford,3,1,3.5,0.8,48,Son Heung-min,4-3-3,5-3-2,23,9,39.1,0.13,0.33,14.4,0.0,0,0,3.5,0.17,-0.5,-0.5,485.0,441.0,43.0,3.0,0.0,23,18.0,9.0,7.0,0.0,0.0,381.0,1.0,18.0,78.6,6354.0,2559.0,2,1.8,1.9,15.0,36.0,16.0,1.0,56.0,38.0,30.0,1.0,3.0,0.0,0.0,5.0,18.0,11,7.0,5.0,6.0,50.0,8.0,7.0,17,35,19.0,1.0,621.0,48.0,56.0,11.0,50.0,11.0,50.0,367.0,34.0,21.0,16.0,16.0,375.0,56.0,3,0,0,11,0.0,0.0,0.0,60.0,13.0,65.0,1,3,0.8,3.5,52,Vitaly Janelt,5-3-2,4-3-3,Match Report,6,6,100.0,0.17,0.17,14.4,0.0,0,0,0.8,0.13,0.2,0.2,523.0,475.0,46.0,1.0,6.0,12,16.0,4.0,3.0,0.0,0.0,411.0,2.0,7.0,78.6,7426.0,2653.0,1,0.8,0.8,6.0,20.0,5.0,1.0,26.0,9.0,8.0,0.0,1.0,0.0,0.0,2.0,27.0,16,17.0,8.0,2.0,50.0,11.0,17.0,11,38,27.0,3.0,654.0,137.0,17.0,8.0,47.1,8.0,47.1,322.0,10.0,1.0,10.0,10.0,407.0,25.0,1,0,0,9,0.0,0.0,0.0,54.0,7.0,35.0
2024-09-21,15:00,Sat,Premier League,Matchweek 5,Home,D,Southampton,Ipswich Town,1,1,2.4,1.6,53,Flynn Downes,4-2-3-1,4-2-3-1,11,3,27.3,0.09,0.33,13.7,0.0,0,0,2.4,0.23,-1.4,-1.4,517.0,476.0,38.0,5.0,1.0,9,10.0,2.0,0.0,2.0,0.0,439.0,3.0,3.0,84.9,7273.0,2115.0,1,2.4,0.8,8.0,25.0,7.0,0.0,25.0,19.0,12.0,0.0,4.0,1.0,0.0,2.0,16.0,7,5.0,10.0,1.0,50.0,8.0,5.0,15,31,34.0,0.0,622.0,68.0,19.0,10.0,62.5,5.0,31.3,310.0,14.0,4.0,3.0,12.0,436.0,24.0,4,0,0,16,0.0,0.0,0.0,33.0,8.0,30.8,0,3,1.1,2.0,42,Lewis Cook,4-2-3-1,4-2-3-1,Match Report,19,6,31.6,0.0,0.0,18.7,1.0,0,0,1.1,0.06,-1.1,-1.1,442.0,396.0,43.0,3.0,1.0,24,19.0,9.0,8.0,0.0,0.0,360.0,3.0,9.0,81.4,6752.0,2440.0,0,0.9,0.7,14.0,28.0,10.0,1.0,42.0,33.0,25.0,2.0,2.0,2.0,0.0,0.0,20.0,11,8.0,7.0,5.0,23.8,16.0,8.0,7,27,16.0,1.0,556.0,75.0,27.0,11.0,47.8,12.0,52.2,254.0,15.0,6.0,12.0,8.0,357.0,41.0,4,0,0,12,0.0,0.0,0.0,48.0,6.0,40.0
