Date,Time,Day,Comp,Round_For,Venue,Result_For,HomeTeam,AwayTeam,HomeGoals,AwayGoals,xG_For,xGA_For,Poss_For,HomeCaptain,HomeFormation,Opp Formation_For,Sh_For,SoT_For,SoT%_For,G/Sh_For,G/SoT_For,Dist_For,FK_For,PK_For,PKatt_For,npxG_For,npxG/Sh_For,G-xG_For,np:G-xG_For,Att_For,Live_For,Dead_For,TB_For,Sw_For,Crs_For,TI_For,CK_For,In_For,Out_For,Str_For,Cmp_For,Off_For,Blocks_For,Cmp%_For,TotDist_For,PrgDist_For,Ast_For,xAG_For,xA_For,KP_For,1/3_For,PPA_For,CrsPA_For,PrgP_For,SCA_For,PassLive_For,PassDead_For,TO_For,Fld_For,Def_For,GCA_For,Tkl_For,TklW_For,Def 3rd_For,Mid 3rd_For,Att 3rd_For,Tkl%_For,Lost_For,Pass_For,Int_For,Tkl+Int_For,Clr_For,Err_For,Touches_For,Def Pen_For,Att Pen_For,Succ_For,Succ%_For,Tkld_For,Tkld%_For,Carries_For,PrgC_For,CPA_For,Mis_For,Dis_For,Rec_For,PrgR_For,CrdY_For,CrdR_For,2CrdY_For,Fls_For,PKwon_For,PKcon_For,OG_For,Recov_For,Won_For,Won%_For,GF_ForAway,GA_ForAway,xG_ForAway,xGA_ForAway,Poss_ForAway,Captain_ForAway,Formation_ForAway,Opp Formation_ForAway,Match Report_ForAway,Sh_ForAway,SoT_ForAway,SoT%_ForAway,G/Sh_ForAway,G/SoT_ForAway,Dist_ForAway,FK_ForAway,PK_ForAway,PKatt_ForAway,npxG_ForAway,npxG/Sh_ForAway,G-xG_ForAway,np:G-xG_ForAway,Att_ForAway,Live_ForAway,Dead_ForAway,TB_ForAway,Sw_ForAway,Crs_ForAway,TI_ForAway,CK_ForAway,In_ForAway,Out_ForAway,Str_ForAway,Cmp_ForAway,Off_ForAway,Blocks_ForAway,Cmp%_ForAway,TotDist_ForAway,PrgDist_ForAway,Ast_ForAway,xAG_ForAway,xA_ForAway,KP_ForAway,1/3_ForAway,PPA_ForAway,CrsPA_ForAway,PrgP_ForAway,SCA_ForAway,PassLive_ForAway,PassDead_ForAway,TO_ForAway,Fld_ForAway,Def_ForAway,GCA_ForAway,Tkl_ForAway,TklW_ForAway,Def 3rd_ForAway,Mid 3rd_ForAway,Att 3rd_ForAway,Tkl%_ForAway,Lost_ForAway,Pass_ForAway,Int_ForAway,Tkl+Int_ForAway,Clr_ForAway,Err_ForAway,Touches_ForAway,Def Pen_ForAway,Att Pen_ForAway,Succ_ForAway,Succ%_ForAway,Tkld_ForAway,Tkld%_ForAway,Carries_ForAway,PrgC_ForAway,CPA_ForAway,Mis_ForAway,Dis_ForAway,Rec_ForAway,PrgR_ForAway,CrdY_ForAway,CrdR_ForAway,2CrdY_ForAway,Fls_ForAway,PKwon_ForAway,PKcon_ForAway,OG_ForAway,Recov_ForAway,Won_ForAway,Won%_ForAway
2024-08-24,15:00,Sat,Premier League,Matchweek 2,Home,L,Crystal Palace,West Ham,0,2,1.3,1.4,58,Marc Guéhi,3-4-3,4-1-4-1,14,2,14.3,0.0,0.0,19.5,0.0,0,0,1.3,0.1,-1.3,-1.3,596.0,541.0,52.0,2.0,3.0,20,17.0,3.0,2.0,0.0,0.0,478.0,3.0,6.0,80.2,8964.0,3000.0,0,1.3,0.9,13.0,43.0,5.0,2.0,49.0,26.0,23.0,2.0,0.0,0.0,0.0,0.0,23.0,11,9.0,10.0,4.0,39.1,14.0,6.0,9,32,12.0,0.0,709.0,64.0,22.0,3.0,21.4,11.0,78.6,386.0,16.0,7.0,16.0,9.0,473.0,48.0,1,0,0,9,0.0,0.0,0.0,47.0,13.0,36.1,1,4,0.3,3.3,25,Sam Morsy,5-4-1,3-2-4-1,Match Report,1,1,100.0,1.0,1.0,21.1,0.0,0,0,0.3,0.29,0.7,0.7,266.0,236.0,29.0,1.0,0.0,6,10.0,1.0,1.0,0.0,0.0,211.0,1.0,7.0,79.3,3269.0,1169.0,1,0.3,0.3,1.0,11.0,1.0,1.0,9.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,17.0,8,13.0,3.0,1.0,38.9,11.0,13.0,10,27,41.0,2.0,387.0,94.0,5.0,2.0,25.0,6.0,75.0,210.0,3.0,0.0,14.0,8.0,210.0,9.0,3,0,0,15,0.0,1.0,0.0,24.0,7.0,58.3
2024-08-24,15:00,Sat,Premier League,Matchweek 2,Home,W,Manchester City,Ipswich Town,4,1,3.3,0.3,75,Kevin De Bruyne,3-2-4-1,5-4-1,13,4,30.8,0.23,0.75,17.8,1.0,1,1,2.6,0.2,0.7,0.4,796.0,747.0,46.0,2.0,2.0,17,20.0,10.0,3.0,1.0,0.0,726.0,3.0,13.0,91.2,11491.0,2774.0,2,2.3,1.9,11.0,61.0,18.0,4.0,60.0,28.0,22.0,2.0,1.0,2.0,1.0,8.0,14.0,6,5.0,4.0,5.0,75.0,2.0,8.0,6,20,9.0,0.0,884.0,33.0,47.0,11.0,55.0,7.0,35.0,501.0,27.0,11.0,16.0,10.0,718.0,60.0,2,0,0,4,1.0,0.0,0.0,32.0,5.0,41.7,0,4,1.0,2.4,30,James Tarkowski,4-2-3-1,4-3-3,Match Report,10,1,10.0,0.0,0.0,10.0,0.0,0,0,1.0,0.1,-1.0,-1.0,287.0,241.0,42.0,2.0,0.0,15,15.0,5.0,3.0,2.0,0.0,211.0,4.0,8.0,73.5,4422.0,1978.0,0,0.9,0.9,8.0,16.0,5.0,2.0,22.0,17.0,7.0,4.0,1.0,1.0,0.0,0.0,29.0,19,16.0,9.0,4.0,65.0,7.0,7.0,15,44,16.0,1.0,401.0,61.0,23.0,5.0,22.7,16.0,72.7,209.0,10.0,4.0,9.0,6.0,209.0,22.0,0,0,0,15,0.0,0.0,0.0,43.0,14.0,56.0
2024-08-24,17:30,Sat,Premier League,Matchweek 2,Home,L,Aston Villa,Arsenal,0,2,1.2,0.9,40,John McGinn,4-4-2,4-3-3,11,3,27.3,0.0,0.0,16.0,0.0,0,0,1.2,0.12,-1.2,-1.2,358.0,311.0,44.0,2.0,2.0,10,11.0,4.0,3.0,1.0,0.0,287.0,3.0,8.0,80.2,4799.0,1818.0,0,0.7,0.5,9.0,20.0,5.0,1.0,17.0,19.0,13.0,1.0,1.0,0.0,1.0,0.0,22.0,10,11.0,5.0,6.0,60.0,6.0,3.0,4,26,17.0,1.0,457.0,84.0,16.0,11.0,52.4,7.0,33.3,237.0,16.0,4.0,10.0,10.0,278.0,17.0,1,0,0,8,0.0,0.0,0.0,33.0,9.0,56.3,1,2,0.6,1.8,46,Jamie Vardy,4-2-3-1,4-2-3-1,Match Report,10,4,40.0,0.1,0.25,22.5,1.0,0,0,0.6,0.06,0.4,0.4,489.0,441.0,43.0,1.0,2.0,12,10.0,5.0,5.0,0.0,0.0,402.0,5.0,7.0,82.2,6986.0,2369.0,1,0.4,0.4,6.0,18.0,1.0,1.0,22.0,16.0,8.0,4.0,1.0,2.0,0.0,2.0,21.0,14,10.0,9.0,2.0,69.2,4.0,15.0,7,28,30.0,1.0,606.0,99.0,9.0,7.0,38.9,7.0,38.9,337.0,8.0,2.0,12.0,7.0,398.0,22.0,2,0,0,13,0.0,0.0,0.0,38.0,13.0,44.8
2024-08-24,15:00,Sat,Premier League,Matchweek 2,Home,W,Fulham,Leicester City,2,1,1.8,0.6,54,Bernd Leno,4-2-3-1,4-2-3-1,18,6,33.3,0.11,0.33,15.8,1.0,0,0,1.8,0.1,0.2,0.2,582.0,530.0,52.0,0.0,4.0,21,21.0,7.0,1.0,5.0,0.0,489.0,0.0,15.0,84.0,8889.0,2964.0,2,1.7,1.2,17.0,44.0,12.0,1.0,58.0,34.0,24.0,5.0,1.0,1.0,2.0,4.0,14.0,10,4.0,3.0,7.0,50.0,7.0,5.0,8,22,8.0,0.0,689.0,51.0,30.0,4.0,21.1,9.0,47.4,404.0,16.0,6.0,21.0,12.0,486.0,57.0,2,0,0,14,0.0,0.0,0.0,44.0,16.0,55.2,1,2,1.4,2.1,52,Bruno Fernandes,4-2-3-1,4-2-3-1,Match Report,11,3,27.3,0.09,0.33,16.3,0.0,0,0,1.4,0.13,-0.4,-0.4,552.0,512.0,34.0,4.0,1.0,12,14.0,4.0,2.0,0.0,1.0,470.0,6.0,11.0,85.1,8021.0,3065.0,1,1.4,1.3,11.0,28.0,7.0,2.0,34.0,21.0,18.0,2.0,0.0,0.0,0.0,2.0,19.0,11,13.0,3.0,3.0,58.3,10.0,8.0,12,31,9.0,0.0,643.0,87.0,26.0,10.0,45.5,9.0,40.9,433.0,15.0,7.0,7.0,8.0,466.0,33.0,2,0,0,13,0.0,0.0,0.0,50.0,6.0,42.9
2024-08-24,12:30,Sat,Premier League,Matchweek 2,Home,W,Brighton and Hove Albion,Manchester Utd,2,1,2.1,1.4,48,Lewis Dunk,4-2-3-1,4-2-3-1,14,4,28.6,0.14,0.5,14.2,1.0,0,0,2.1,0.15,-0.1,-0.1,514.0,466.0,48.0,2.0,5.0,12,19.0,4.0,2.0,2.0,0.0,435.0,0.0,8.0,84.6,7745.0,2737.0,2,2.0,2.3,12.0,34.0,10.0,2.0,46.0,27.0,20.0,1.0,2.0,3.0,0.0,4.0,17.0,12,9.0,7.0,1.0,47.4,10.0,11.0,7,24,11.0,0.0,616.0,81.0,33.0,10.0,41.7,14.0,58.3,369.0,24.0,8.0,12.0,5.0,433.0,46.0,1,0,0,9,0.0,0.0,0.0,42.0,8.0,57.1,1,0,2.2,0.1,36,Morgan Gibbs-White,4-2-3-1,3-5-2,Match Report,23,8,34.8,0.04,0.13,17.2,0.0,0,0,2.2,0.11,-1.2,-1.2,383.0,342.0,40.0,1.0,2.0,19,11.0,10.0,5.0,5.0,0.0,306.0,1.0,11.0,79.9,5229.0,1881.0,0,1.9,1.0,17.0,24.0,7.0,2.0,29.0,37.0,27.0,2.0,2.0,0.0,0.0,1.0,24.0,15,12.0,10.0,2.0,63.2,7.0,5.0,11,35,23.0,0.0,503.0,44.0,33.0,7.0,35.0,11.0,55.0,280.0,23.0,13.0,9.0,7.0,303.0,29.0,3,0,0,14,0.0,0.0,0.0,50.0,11.0,73.3
2024-08-24,15:00,Sat,Premier League,Matchweek 2,Home,W,Tottenham Hotspur,Everton,4,0,2.4,1.0,70,Son Heung-min,4-3-3,4-2-3-1,13,7,53.8,0.31,0.57,14.1,1.0,0,0,2.4,0.19,1.6,1.6,658.0,606.0,52.0,3.0,5.0,20,19.0,12.0,6.0,1.0,0.0,574.0,0.0,9.0,87.2,8899.0,2733.0,3,1.4,1.1,11.0,33.0,12.0,3.0,52.0,21.0,14.0,3.0,2.0,1.0,0.0,4.0,22.0,16,10.0,11.0,1.0,76.2,5.0,5.0,4,26,14.0,1.0,765.0,63.0,30.0,7.0,29.2,13.0,54.2,525.0,22.0,6.0,13.0,16.0,566.0,51.0,0,0,0,11,0.0,0.0,0.0,43.0,11.0,44.0,2,0,0.9,1.2,60,Martin Ødegaard,4-3-3,4-4-2,Match Report,9,4,44.4,0.22,0.5,18.8,0.0,0,0,0.9,0.1,1.1,1.1,544.0,512.0,31.0,5.0,3.0,13,12.0,1.0,1.0,0.0,0.0,483.0,1.0,4.0,88.8,7944.0,2177.0,1,0.7,1.4,7.0,35.0,11.0,0.0,49.0,18.0,17.0,0.0,1.0,0.0,0.0,4.0,17.0,9,5.0,8.0,4.0,38.9,11.0,6.0,8,25,16.0,1.0,635.0,46.0,32.0,6.0,35.3,9.0,52.9,401.0,20.0,7.0,9.0,13.0,474.0,48.0,3,0,0,16,0.0,0.0,0.0,33.0,7.0,43.8
2024-08-24,15:00,Sat,Premier League,Matchweek 2,Home,L,Southampton,Nott'ham Forest,0,1,0.1,2.2,64,Jack Stephens,3-5-2,4-2-3-1,5,1,20.0,0.0,0.0,19.7,0.0,0,0,0.1,0.03,-0.1,-0.1,691.0,648.0,43.0,0.0,0.0,14,13.0,4.0,1.0,2.0,0.0,618.0,0.0,5.0,89.4,9663.0,2830.0,0,0.1,0.4,4.0,31.0,9.0,2.0,49.0,9.0,6.0,1.0,0.0,1.0,0.0,0.0,18.0,12,12.0,5.0,1.0,61.1,7.0,9.0,2,20,19.0,2.0,800.0,70.0,20.0,7.0,31.8,12.0,54.5,481.0,29.0,5.0,13.0,12.0,609.0,49.0,3,0,0,14,0.0,0.0,0.0,39.0,4.0,26.7,2,0,1.4,1.3,42,Jarrod Bowen,4-1-4-1,3-4-3,Match Report,18,3,16.7,0.11,0.67,17.2,0.0,0,0,1.4,0.08,0.6,0.6,425.0,382.0,41.0,2.0,3.0,14,13.0,3.0,0.0,3.0,0.0,320.0,2.0,9.0,75.3,6024.0,2306.0,1,0.6,0.8,8.0,23.0,3.0,0.0,28.0,26.0,14.0,3.0,2.0,0.0,1.0,3.0,20.0,12,9.0,9.0,2.0,78.6,3.0,6.0,15,35,25.0,0.0,558.0,83.0,21.0,14.0,53.8,9.0,34.6,225.0,19.0,5.0,13.0,14.0,315.0,28.0,1,0,0,17,0.0,0.0,0.0,52.0,23.0,63.9
2024-08-25,14:00,Sun,Premier League,Matchweek 2,Home,D,Bournemouth,Newcastle Utd,1,1,2.2,1.6,39,Neto,4-2-3-1,4-3-3,16,4,25.0,0.06,0.25,16.5,1.0,0,0,2.2,0.14,-1.2,-1.2,359.0,315.0,44.0,0.0,0.0,19,18.0,8.0,6.0,1.0,0.0,263.0,0.0,8.0,73.3,5183.0,2158.0,1,2.2,1.8,14.0,28.0,6.0,1.0,31.0,29.0,23.0,2.0,0.0,2.0,1.0,1.0,21.0,16,11.0,5.0,5.0,53.8,6.0,19.0,6,27,35.0,0.0,515.0,68.0,26.0,2.0,14.3,12.0,85.7,211.0,16.0,8.0,13.0,9.0,259.0,30.0,2,0,0,20,0.0,0.0,0.0,60.0,13.0,56.5,1,1,1.6,2.2,61,Bruno Guimarães,4-3-3,4-2-3-1,Match Report,14,5,35.7,0.07,0.2,12.6,0.0,0,0,1.6,0.12,-0.6,-0.6,552.0,487.0,65.0,1.0,4.0,26,25.0,9.0,4.0,2.0,0.0,428.0,0.0,20.0,77.5,7309.0,3014.0,1,1.7,1.4,14.0,32.0,15.0,5.0,45.0,26.0,22.0,2.0,1.0,0.0,0.0,2.0,21.0,12,9.0,9.0,3.0,85.7,2.0,6.0,4,25,16.0,1.0,658.0,70.0,31.0,6.0,40.0,7.0,46.7,388.0,19.0,8.0,17.0,14.0,422.0,45.0,2,0,0,8,0.0,0.0,0.0,59.0,10.0,43.5
2024-08-25,16:30,Sun,Premier League,Matchweek 2,Home,W,Liverpool,Brentford,2,0,2.5,0.5,62,Virgil van Dijk,4-2-3-1,4-4-2,19,8,42.1,0.11,0.25,13.6,1.0,0,0,2.5,0.14,-0.5,-0.5,638.0,596.0,41.0,3.0,3.0,15,18.0,9.0,6.0,2.0,0.0,571.0,1.0,4.0,89.5,9545.0,3284.0,2,2.5,1.6,17.0,49.0,18.0,2.0,59.0,35.0,26.0,2.0,2.0,1.0,0.0,3.0,17.0,10,9.0,3.0,5.0,68.4,6.0,11.0,7,24,12.0,0.0,741.0,61.0,40.0,8.0,50.0,5.0,31.3,514.0,25.0,13.0,22.0,5.0,566.0,58.0,2,0,0,10,0.0,0.0,0.0,47.0,6.0,42.9,0,2,0.5,2.5,38,Christian Nørgaard,4-4-2,4-2-3-1,Match Report,8,2,25.0,0.0,0.0,18.1,0.0,0,0,0.5,0.07,-0.5,-0.5,399.0,355.0,42.0,0.0,5.0,10,20.0,4.0,2.0,0.0,0.0,322.0,2.0,13.0,80.7,6275.0,2100.0,0,0.5,0.4,5.0,18.0,5.0,1.0,26.0,15.0,7.0,3.0,1.0,3.0,0.0,0.0,10.0,6,8.0,2.0,0.0,38.5,8.0,4.0,5,15,15.0,0.0,493.0,92.0,8.0,6.0,27.3,13.0,59.1,282.0,11.0,2.0,15.0,4.0,316.0,26.0,3,0,0,7,0.0,0.0,0.0,42.0,8.0,57.1
2024-08-25,14:00,Sun,Premier League,Matchweek 2,Home,L,Wolverhampton Wanderers,Chelsea,2,6,1.9,1.6,40,Mario Lemina,4-2-3-1,4-2-3-1,12,4,33.3,0.17,0.5,19.1,1.0,0,0,1.9,0.16,0.1,0.1,357.0,307.0,47.0,2.0,3.0,13,19.0,5.0,2.0,3.0,0.0,272.0,3.0,11.0,76.2,4598.0,1668.0,2,1.7,1.2,8.0,18.0,10.0,0.0,27.0,19.0,12.0,3.0,0.0,2.0,2.0,4.0,19.0,10,10.0,7.0,2.0,50.0,9.0,10.0,9,28,20.0,0.0,463.0,65.0,24.0,8.0,44.4,8.0,44.4,230.0,17.0,4.0,11.0,6.0,270.0,27.0,2,0,0,13,0.0,0.0,0.0,43.0,8.0,61.5,6,2,1.6,1.9,60,Enzo Fernández,4-2-3-1,4-2-3-1,Match Report,14,8,57.1,0.43,0.75,15.4,1.0,0,0,1.6,0.12,4.4,4.4,525.0,477.0,47.0,1.0,2.0,11,13.0,5.0,3.0,0.0,0.0,445.0,1.0,10.0,84.8,7681.0,2530.0,5,1.5,0.6,12.0,26.0,7.0,0.0,32.0,27.0,21.0,1.0,3.0,1.0,0.0,11.0,14.0,11,4.0,8.0,2.0,50.0,8.0,9.0,9,23,20.0,2.0,623.0,70.0,20.0,9.0,47.4,9.0,47.4,406.0,26.0,8.0,13.0,10.0,440.0,32.0,3,0,0,13,0.0,0.0,0.0,39.0,5.0,38.5
2024-08-31,15:00,Sat,Premier League,Matchweek 3,Home,D,Nottingham Forest,Wolves,1,1,1.0,0.7,52,Morgan Gibbs-White,4-2-3-1,4-4-1-1,16,5,31.3,0.06,0.2,14.6,1.0,0,0,1.0,0.06,0.0,0.0,412.0,358.0,50.0,0.0,1.0,23,17.0,7.0,4.0,3.0,0.0,312.0,4.0,10.0,75.7,5668.0,2317.0,1,1.0,1.2,15.0,34.0,6.0,1.0,38.0,30.0,21.0,3.0,2.0,2.0,1.0,2.0,17.0,12,7.0,10.0,0.0,42.9,8.0,6.0,10,27,13.0,0.0,525.0,44.0,36.0,8.0,38.1,8.0,38.1,275.0,25.0,10.0,18.0,15.0,312.0,38.0,3,0,0,15,0.0,0.0,0.0,44.0,14.0,46.7,1,1,0.7,1.0,48,Mario Lemina,4-4-1-1,4-2-3-1,Match Report,11,2,18.2,0.09,0.5,20.7,0.0,0,0,0.7,0.07,0.3,0.3,383.0,335.0,48.0,3.0,5.0,7,17.0,3.0,3.0,0.0,0.0,292.0,0.0,7.0,76.2,5227.0,1962.0,1,0.5,0.5,8.0,22.0,3.0,0.0,21.0,18.0,14.0,0.0,1.0,0.0,0.0,1.0,23.0,14,9.0,11.0,3.0,50.0,8.0,8.0,10,33,27.0,0.0,520.0,70.0,13.0,8.0,42.1,6.0,31.6,275.0,11.0,4.0,21.0,11.0,291.0,21.0,4,0,0,18,0.0,0.0,0.0,44.0,16.0,53.3
2024-08-31,15:00,Sat,Premier League,Matchweek 3,Home,L,Leicester City,Aston Villa,1,2,0.4,1.4,57,Jamie Vardy,4-2-3-1,4-4-2,9,3,33.3,0.11,0.33,20.6,0.0,0,0,0.4,0.05,0.6,0.6,545.0,506.0,36.0,1.0,3.0,18,6.0,1.0,1.0,0.0,0.0,471.0,3.0,7.0,86.4,7199.0,2461.0,1,0.3,1.0,5.0,40.0,5.0,1.0,31.0,15.0,11.0,1.0,1.0,2.0,0.0,2.0,22.0,11,4.0,14.0,4.0,35.0,13.0,8.0,11,33,18.0,0.0,653.0,49.0,15.0,6.0,35.3,7.0,41.2,420.0,13.0,2.0,18.0,10.0,467.0,31.0,4,0,0,13,0.0,0.0,0.0,45.0,9.0,47.4,2,1,1.4,0.4,43,John McGinn,4-4-2,4-2-3-1,Match Report,10,5,50.0,0.2,0.4,17.9,0.0,0,0,1.4,0.16,0.6,0.6,411.0,363.0,47.0,3.0,4.0,10,15.0,4.0,4.0,0.0,0.0,333.0,1.0,8.0,81.0,5783.0,2163.0,2,1.5,1.3,7.0,18.0,9.0,3.0,19.0,17.0,13.0,1.0,1.0,0.0,1.0,3.0,17.0,10,5.0,11.0,1.0,53.8,6.0,6.0,7,24,26.0,1.0,520.0,64.0,20.0,13.0,59.1,7.0,31.8,251.0,17.0,3.0,19.0,15.0,333.0,19.0,5,0,0,21,0.0,0.0,0.0,38.0,10.0,52.6
2024-08-31,17:30,Sat,Premier League,Matchweek 3,Home,L,West Ham United,Manchester City,1,3,0.7,3.0,33,Jarrod Bowen,4-2-3-1,3-2-4-1,10,2,20.0,0.0,0.0,16.9,0.0,0,0,0.7,0.07,-0.7,-0.7,379.0,341.0,38.0,0.0,4.0,14,19.0,3.0,1.0,1.0,0.0,310.0,0.0,13.0,81.8,4964.0,1915.0,0,0.4,0.6,6.0,25.0,8.0,2.0,23.0,17.0,12.0,2.0,1.0,0.0,1.0,0.0,11.0,6,7.0,3.0,1.0,20.0,12.0,8.0,6,17,20.0,1.0,468.0,76.0,23.0,10.0,58.8,5.0,29.4,283.0,17.0,5.0,10.0,10.0,306.0,23.0,3,0,0,10,0.0,0.0,0.0,29.0,9.0,56.3,3,2,2.4,1.8,53,Lewis Cook,4-2-3-1,4-2-3-1,Match Report,17,7,41.2,0.18,0.43,14.9,0.0,0,0,2.4,0.15,0.6,0.6,441.0,391.0,48.0,0.0,2.0,24,19.0,4.0,3.0,1.0,0.0,327.0,2.0,9.0,74.1,5895.0,2374.0,3,2.2,1.8,14.0,23.0,11.0,8.0,36.0,33.0,25.0,3.0,2.0,1.0,0.0,6.0,26.0,10,13.0,8.0,5.0,47.4,10.0,8.0,7,33,24.0,0.0,569.0,69.0,28.0,5.0,27.8,11.0,61.1,317.0,22.0,5.0,17.0,6.0,324.0,36.0,1,0,0,11,0.0,0.0,0.0,51.0,17.0,43.6
2024-08-31,15:00,Sat,Premier League,Matchweek 3,Home,L,Everton,Bournemouth,2,3,1.8,2.4,47,Séamus Coleman,4-2-3-1,4-2-3-1,18,8,44.4,0.11,0.25,15.7,0.0,0,0,1.8,0.11,0.2,0.2,393.0,338.0,53.0,1.0,2.0,21,20.0,8.0,5.0,0.0,2.0,280.0,2.0,9.0,71.2,5361.0,2374.0,2,1.9,1.5,16.0,23.0,11.0,2.0,35.0,33.0,26.0,4.0,2.0,0.0,1.0,4.0,17.0,11,6.0,6.0,5.0,68.8,5.0,7.0,12,29,22.0,0.0,518.0,61.0,35.0,10.0,47.6,9.0,42.9,249.0,11.0,4.0,16.0,17.0,278.0,35.0,2,0,0,6,0.0,0.0,0.0,56.0,22.0,56.4,1,1,0.9,0.4,52,Bernd Leno,4-3-3,4-2-3-1,Match Report,9,4,44.4,0.11,0.25,13.1,0.0,0,0,0.9,0.11,0.1,0.1,469.0,412.0,57.0,0.0,4.0,26,23.0,6.0,4.0,1.0,0.0,383.0,0.0,9.0,81.7,6828.0,2007.0,1,0.9,1.0,8.0,21.0,5.0,2.0,29.0,17.0,11.0,2.0,3.0,0.0,0.0,2.0,11.0,7,6.0,4.0,1.0,16.7,10.0,6.0,6,17,13.0,0.0,545.0,60.0,19.0,14.0,70.0,6.0,30.0,327.0,14.0,6.0,10.0,7.0,377.0,28.0,3,0,0,15,0.0,0.0,0.0,30.0,12.0,52.2
2024-08-31,15:00,Sat,Premier League,Matchweek 3,Home,D,Ipswich Town,Fulham,1,1,0.4,0.9,48,Sam Morsy,4-2-3-1,4-3-3,11,4,36.4,0.09,0.25,18.0,1.0,0,0,0.4,0.04,0.6,0.6,434.0,396.0,34.0,3.0,4.0,16,7.0,8.0,7.0,0.0,0.0,360.0,4.0,8.0,82.9,6295.0,1931.0,1,0.4,0.4,9.0,28.0,3.0,1.0,26.0,20.0,12.0,3.0,3.0,1.0,1.0,2.0,13.0,9,5.0,1.0,7.0,30.0,14.0,8.0,4,17,30.0,0.0,529.0,66.0,13.0,10.0,71.4,2.0,14.3,273.0,13.0,1.0,12.0,9.0,357.0,26.0,2,0,0,15,0.0,0.0,0.0,39.0,11.0,47.8,1,3,1.5,2.8,63,Jack Stephens,3-5-2,4-3-3,Match Report,18,6,33.3,0.06,0.17,18.1,1.0,0,0,1.5,0.09,-0.5,-0.5,664.0,618.0,44.0,4.0,1.0,20,13.0,8.0,4.0,1.0,0.0,573.0,2.0,15.0,86.3,8784.0,2478.0,1,1.3,1.5,14.0,45.0,9.0,1.0,43.0,34.0,25.0,3.0,3.0,1.0,1.0,2.0,15.0,10,2.0,6.0,7.0,45.5,6.0,3.0,9,24,17.0,3.0,752.0,92.0,29.0,7.0,53.8,5.0,38.5,414.0,26.0,7.0,8.0,12.0,572.0,43.0,1,0,0,7,0.0,0.0,0.0,36.0,3.0,25.0
2024-08-31,12:30,Sat,Premier League,Matchweek 3,Home,D,Arsenal,Brighton,1,1,2.1,1.7,36,Martin Ødegaard,4-3-3,4-2-3-1,11,7,63.6,0.09,0.14,12.9,0.0,0,0,2.1,0.2,-1.1,-1.1,296.0,257.0,36.0,5.0,2.0,7,13.0,3.0,3.0,0.0,0.0,215.0,3.0,5.0,72.6,4044.0,1556.0,1,1.8,0.5,8.0,12.0,6.0,2.0,19.0,20.0,15.0,0.0,3.0,0.0,0.0,2.0,17.0,11,8.0,7.0,2.0,54.5,10.0,8.0,12,29,20.0,1.0,408.0,57.0,28.0,8.0,50.0,7.0,43.8,233.0,13.0,7.0,7.0,11.0,211.0,18.0,5,1,1,12,0.0,0.0,0.0,37.0,14.0,43.8,1,1,1.7,2.1,64,Lewis Dunk,4-2-3-1,4-3-3,Match Report,22,4,18.2,0.05,0.25,19.3,0.0,0,0,1.7,0.08,-0.7,-0.7,518.0,474.0,43.0,1.0,1.0,26,14.0,7.0,2.0,3.0,0.0,429.0,1.0,9.0,82.8,7481.0,2504.0,0,1.0,1.0,13.0,38.0,5.0,3.0,50.0,38.0,24.0,4.0,2.0,2.0,0.0,1.0,18.0,7,7.0,10.0,1.0,46.7,8.0,4.0,5,23,12.0,0.0,620.0,55.0,31.0,10.0,41.7,12.0,50.0,358.0,28.0,11.0,12.0,5.0,425.0,50.0,2,0,0,7,0.0,0.0,0.0,38.0,18.0,56.3
2024-08-31,15:00,Sat,Premier League,Matchweek 3,Home,W,Brentford,Southampton,3,1,2.8,1.5,37,Christian Nørgaard,4-3-3,3-5-2,20,7,35.0,0.15,0.43,14.5,0.0,0,0,2.8,0.14,0.2,0.2,398.0,358.0,39.0,2.0,3.0,13,22.0,2.0,1.0,0.0,0.0,331.0,1.0,3.0,83.2,5898.0,2424.0,1,1.5,1.4,16.0,27.0,9.0,2.0,38.0,37.0,29.0,2.0,2.0,1.0,1.0,5.0,17.0,13,9.0,2.0,6.0,41.7,7.0,11.0,11,28,24.0,0.0,521.0,79.0,41.0,6.0,54.5,5.0,45.5,291.0,20.0,9.0,12.0,10.0,328.0,38.0,2,0,0,10,0.0,0.0,0.0,40.0,9.0,75.0,3,1,3.0,0.7,67,Kevin De Bruyne,3-2-4-1,4-2-3-1,Match Report,23,8,34.8,0.13,0.38,15.0,1.0,0,0,3.0,0.13,0.0,0.0,762.0,722.0,39.0,4.0,2.0,22,11.0,11.0,2.0,3.0,1.0,691.0,1.0,9.0,90.7,11460.0,3117.0,3,2.7,2.7,20.0,67.0,19.0,1.0,77.0,42.0,31.0,5.0,2.0,1.0,0.0,5.0,15.0,12,8.0,4.0,3.0,33.3,10.0,11.0,7,22,19.0,1.0,857.0,74.0,57.0,12.0,63.2,3.0,15.8,461.0,39.0,16.0,7.0,8.0,681.0,77.0,2,0,0,3,0.0,0.0,1.0,43.0,7.0,43.8
